Entity,Code,Day,"Daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned)"
Bosnia and Herzegovina,BIH,2021-01-15,18
Bosnia and Herzegovina,BIH,2021-01-16,15.14286
Bosnia and Herzegovina,BIH,2021-01-17,11.57143
Bosnia and Herzegovina,BIH,2021-01-18,22.28571
Bosnia and Herzegovina,BIH,2021-01-19,19.42857
Bosnia and Herzegovina,BIH,2021-01-20,17.42857
Bosnia and Herzegovina,BIH,2021-01-21,17.85714
Bosnia and Herzegovina,BIH,2021-01-22,20.57143
Bosnia and Herzegovina,BIH,2021-01-23,20.57143
Bosnia and Herzegovina,BIH,2021-01-24,20.57143
Bosnia and Herzegovina,BIH,2021-01-25,15.28571
Bosnia and Herzegovina,BIH,2021-01-26,16
Bosnia and Herzegovina,BIH,2021-01-27,17.42857
Bosnia and Herzegovina,BIH,2021-01-28,17.57143
Bosnia and Herzegovina,BIH,2021-01-29,17.71429
Bosnia and Herzegovina,BIH,2021-01-30,17.71429
Bosnia and Herzegovina,BIH,2021-01-31,17.71429
Bosnia and Herzegovina,BIH,2021-02-01,18.71429
Bosnia and Herzegovina,BIH,2021-02-02,16.57143
Bosnia and Herzegovina,BIH,2021-02-03,14.57143
Bosnia and Herzegovina,BIH,2021-02-04,12.28571
Bosnia and Herzegovina,BIH,2021-02-05,13.71429
Bosnia and Herzegovina,BIH,2021-02-06,13.71429
Bosnia and Herzegovina,BIH,2021-02-07,13.71429
Bosnia and Herzegovina,BIH,2021-02-08,12.71429
Bosnia and Herzegovina,BIH,2021-02-09,13.85714
Bosnia and Herzegovina,BIH,2021-02-10,15.42857
Bosnia and Herzegovina,BIH,2021-02-11,17.57143
Bosnia and Herzegovina,BIH,2021-02-12,15.14286
Bosnia and Herzegovina,BIH,2021-02-13,15.14286
Bosnia and Herzegovina,BIH,2021-02-14,15.14286
Bosnia and Herzegovina,BIH,2021-02-15,14.71429
Bosnia and Herzegovina,BIH,2021-02-16,14.42857
Bosnia and Herzegovina,BIH,2021-02-17,13.71429
Bosnia and Herzegovina,BIH,2021-02-18,13.42857
Bosnia and Herzegovina,BIH,2021-02-19,14
Bosnia and Herzegovina,BIH,2021-02-20,14
Bosnia and Herzegovina,BIH,2021-02-21,14
Bosnia and Herzegovina,BIH,2021-02-22,14.28571
Bosnia and Herzegovina,BIH,2021-02-23,14.14286
Bosnia and Herzegovina,BIH,2021-02-24,14.57143
Bosnia and Herzegovina,BIH,2021-02-25,14.28571
Bosnia and Herzegovina,BIH,2021-02-26,13.14286
Bosnia and Herzegovina,BIH,2021-02-27,13.14286
Bosnia and Herzegovina,BIH,2021-02-28,13.14286
Bosnia and Herzegovina,BIH,2021-03-01,7.85714
Bosnia and Herzegovina,BIH,2021-03-02,15.85714
Bosnia and Herzegovina,BIH,2021-03-03,17.57143
Bosnia and Herzegovina,BIH,2021-03-04,19.71429
Bosnia and Herzegovina,BIH,2021-03-05,22.42857
Bosnia and Herzegovina,BIH,2021-03-06,22.42857
Bosnia and Herzegovina,BIH,2021-03-07,22.42857
Bosnia and Herzegovina,BIH,2021-03-08,32.28571
Bosnia and Herzegovina,BIH,2021-03-09,28.57143
Bosnia and Herzegovina,BIH,2021-03-10,29.71429
Bosnia and Herzegovina,BIH,2021-03-11,30
Bosnia and Herzegovina,BIH,2021-03-12,31.14286
Bosnia and Herzegovina,BIH,2021-03-13,31.14286
Bosnia and Herzegovina,BIH,2021-03-14,31.14286
Bosnia and Herzegovina,BIH,2021-03-15,41
Bosnia and Herzegovina,BIH,2021-03-16,41.71429
Bosnia and Herzegovina,BIH,2021-03-17,41.42857
Bosnia and Herzegovina,BIH,2021-03-18,45.57143
Bosnia and Herzegovina,BIH,2021-03-19,46.71429
Bosnia and Herzegovina,BIH,2021-03-20,46.71429
Bosnia and Herzegovina,BIH,2021-03-21,46.71429
Bosnia and Herzegovina,BIH,2021-03-22,50.57143
Bosnia and Herzegovina,BIH,2021-03-23,52.57143
Bosnia and Herzegovina,BIH,2021-03-24,56.42857
Bosnia and Herzegovina,BIH,2021-03-25,59.28571
Bosnia and Herzegovina,BIH,2021-03-26,63.85714
Bosnia and Herzegovina,BIH,2021-03-27,63.85714
Bosnia and Herzegovina,BIH,2021-03-28,63.85714
Bosnia and Herzegovina,BIH,2021-03-29,69.85714
Bosnia and Herzegovina,BIH,2021-03-30,73.42857
Botswana,BWA,2020-04-02,0.33333
Botswana,BWA,2020-04-03,0.25
Botswana,BWA,2020-04-04,0.2
Botswana,BWA,2020-04-05,0.16667
Botswana,BWA,2020-04-06,0.14286
Botswana,BWA,2020-04-07,0
Botswana,BWA,2020-04-08,0
Botswana,BWA,2020-04-09,0
Botswana,BWA,2020-04-10,0
Botswana,BWA,2020-04-11,0
Botswana,BWA,2020-04-12,0
Botswana,BWA,2020-04-13,0
Botswana,BWA,2020-04-14,0
Botswana,BWA,2020-04-15,0
Botswana,BWA,2020-04-16,0
Botswana,BWA,2020-04-17,0
Botswana,BWA,2020-04-18,0
Botswana,BWA,2020-04-19,0
Botswana,BWA,2020-04-20,0
Botswana,BWA,2020-04-21,0
Botswana,BWA,2020-04-22,0
Botswana,BWA,2020-04-23,0
Botswana,BWA,2020-04-24,0
Botswana,BWA,2020-04-25,0
Botswana,BWA,2020-04-26,0
Botswana,BWA,2020-04-27,0
Botswana,BWA,2020-04-28,0
Botswana,BWA,2020-04-29,0
Botswana,BWA,2020-04-30,0
Botswana,BWA,2020-05-01,0
Botswana,BWA,2020-05-02,0
Botswana,BWA,2020-05-03,0
Botswana,BWA,2020-05-04,0
Botswana,BWA,2020-05-05,0
Botswana,BWA,2020-05-06,0
Botswana,BWA,2020-05-07,0
Botswana,BWA,2020-05-08,0
Botswana,BWA,2020-05-09,0
Botswana,BWA,2020-05-10,0
Botswana,BWA,2020-05-11,0
Botswana,BWA,2020-05-12,0
Botswana,BWA,2020-05-13,0
Botswana,BWA,2020-05-14,0
Botswana,BWA,2020-05-15,0
Botswana,BWA,2020-05-16,0
Botswana,BWA,2020-05-17,0
Botswana,BWA,2020-05-18,0
Botswana,BWA,2020-05-19,0
Botswana,BWA,2020-05-20,0
Botswana,BWA,2020-05-21,0
Botswana,BWA,2020-05-22,0
Botswana,BWA,2020-05-23,0
Botswana,BWA,2020-05-24,0
Botswana,BWA,2020-05-25,0
Botswana,BWA,2020-05-26,0
Botswana,BWA,2020-05-27,0
Botswana,BWA,2020-05-28,0
Botswana,BWA,2020-05-29,0
Botswana,BWA,2020-05-30,0
Botswana,BWA,2020-05-31,0
Botswana,BWA,2020-06-01,0
Botswana,BWA,2020-06-02,0
Botswana,BWA,2020-06-03,0
Botswana,BWA,2020-06-04,0
Botswana,BWA,2020-06-05,0
Botswana,BWA,2020-06-06,0
Botswana,BWA,2020-06-07,0
Botswana,BWA,2020-06-08,0
Botswana,BWA,2020-06-09,0
Botswana,BWA,2020-06-10,0
Botswana,BWA,2020-06-11,0
Botswana,BWA,2020-06-12,0
Botswana,BWA,2020-06-13,0
Botswana,BWA,2020-06-14,0
Botswana,BWA,2020-06-15,0
Botswana,BWA,2020-06-16,0
Botswana,BWA,2020-06-17,0
Botswana,BWA,2020-06-18,0
Botswana,BWA,2020-06-19,0
Botswana,BWA,2020-06-20,0
Botswana,BWA,2020-06-21,0
Botswana,BWA,2020-06-22,0
Botswana,BWA,2020-06-23,0
Botswana,BWA,2020-06-24,0
Botswana,BWA,2020-06-25,0
Botswana,BWA,2020-06-26,0
Botswana,BWA,2020-06-27,0
Botswana,BWA,2020-06-28,0
Botswana,BWA,2020-06-29,0
Botswana,BWA,2020-06-30,0
Botswana,BWA,2020-07-01,0
Botswana,BWA,2020-07-02,0
Botswana,BWA,2020-07-03,0
Botswana,BWA,2020-07-04,0
Botswana,BWA,2020-07-05,0
Botswana,BWA,2020-07-06,0
Botswana,BWA,2020-07-07,0
Botswana,BWA,2020-07-08,0
Botswana,BWA,2020-07-09,0
Botswana,BWA,2020-07-10,0
Botswana,BWA,2020-07-11,0
Botswana,BWA,2020-07-12,0
Botswana,BWA,2020-07-13,0
Botswana,BWA,2020-07-14,0
Botswana,BWA,2020-07-15,0
Botswana,BWA,2020-07-16,0
Botswana,BWA,2020-07-17,0
Botswana,BWA,2020-07-18,0
Botswana,BWA,2020-07-19,0
Botswana,BWA,2020-07-20,0
Botswana,BWA,2020-07-21,0
Botswana,BWA,2020-07-22,0
Botswana,BWA,2020-07-23,0
Botswana,BWA,2020-07-24,0
Botswana,BWA,2020-07-25,0
Botswana,BWA,2020-07-26,0
Botswana,BWA,2020-07-27,0.14286
Botswana,BWA,2020-07-28,0.14286
Botswana,BWA,2020-07-29,0.14286
Botswana,BWA,2020-07-30,0.14286
Botswana,BWA,2020-07-31,0.14286
Botswana,BWA,2020-08-01,0.14286
Botswana,BWA,2020-08-02,0.14286
Botswana,BWA,2020-08-03,0
Botswana,BWA,2020-08-04,0
Botswana,BWA,2020-08-05,0
Botswana,BWA,2020-08-06,0
Botswana,BWA,2020-08-07,0
Botswana,BWA,2020-08-08,0
Botswana,BWA,2020-08-09,0
Botswana,BWA,2020-08-10,0
Botswana,BWA,2020-08-11,0
Botswana,BWA,2020-08-12,0
Botswana,BWA,2020-08-13,0.14286
Botswana,BWA,2020-08-14,0.14286
Botswana,BWA,2020-08-15,0.14286
Botswana,BWA,2020-08-16,0.14286
Botswana,BWA,2020-08-17,0.14286
Botswana,BWA,2020-08-18,0.14286
Botswana,BWA,2020-08-19,0.14286
Botswana,BWA,2020-08-20,0
Botswana,BWA,2020-08-21,0
Botswana,BWA,2020-08-22,0
Botswana,BWA,2020-08-23,0
Botswana,BWA,2020-08-24,0
Botswana,BWA,2020-08-25,0
Botswana,BWA,2020-08-26,0
Botswana,BWA,2020-08-27,0
Botswana,BWA,2020-08-28,0
Botswana,BWA,2020-08-29,0
Botswana,BWA,2020-08-30,0.42857
Botswana,BWA,2020-08-31,0.42857
Botswana,BWA,2020-09-01,0.42857
Botswana,BWA,2020-09-02,0.42857
Botswana,BWA,2020-09-03,0.42857
Botswana,BWA,2020-09-04,0.71429
Botswana,BWA,2020-09-05,0.71429
Botswana,BWA,2020-09-06,0.28571
Botswana,BWA,2020-09-07,0.42857
Botswana,BWA,2020-09-08,0.42857
Botswana,BWA,2020-09-09,0.42857
Botswana,BWA,2020-09-10,0.57143
Botswana,BWA,2020-09-11,0.28571
Botswana,BWA,2020-09-12,0.28571
Botswana,BWA,2020-09-13,0.28571
Botswana,BWA,2020-09-14,0.28571
Botswana,BWA,2020-09-15,0.28571
Botswana,BWA,2020-09-16,0.28571
Botswana,BWA,2020-09-17,0.42857
Botswana,BWA,2020-09-18,0.42857
Botswana,BWA,2020-09-19,0.42857
Botswana,BWA,2020-09-20,0.42857
Botswana,BWA,2020-09-21,0.28571
Botswana,BWA,2020-09-22,0.28571
Botswana,BWA,2020-09-23,0.28571
Botswana,BWA,2020-09-24,0.42857
Botswana,BWA,2020-09-25,0.42857
Botswana,BWA,2020-09-26,0.42857
Botswana,BWA,2020-09-27,0.42857
Botswana,BWA,2020-09-28,0.42857
Botswana,BWA,2020-09-29,0.42857
Botswana,BWA,2020-09-30,0.42857
Botswana,BWA,2020-10-01,0
Botswana,BWA,2020-10-02,0
Botswana,BWA,2020-10-03,0
Botswana,BWA,2020-10-04,0
Botswana,BWA,2020-10-05,0
Botswana,BWA,2020-10-06,0.28571
Botswana,BWA,2020-10-07,0.28571
Botswana,BWA,2020-10-08,0.28571
Botswana,BWA,2020-10-09,0.28571
Botswana,BWA,2020-10-10,0.28571
Botswana,BWA,2020-10-11,0.28571
Botswana,BWA,2020-10-12,0.57143
Botswana,BWA,2020-10-13,0.28571
Botswana,BWA,2020-10-14,0.28571
Botswana,BWA,2020-10-15,0.28571
Botswana,BWA,2020-10-16,0.28571
Botswana,BWA,2020-10-17,0.28571
Botswana,BWA,2020-10-18,0.28571
Botswana,BWA,2020-10-19,0.14286
Botswana,BWA,2020-10-20,0.14286
Botswana,BWA,2020-10-21,0.14286
Botswana,BWA,2020-10-22,0.14286
Botswana,BWA,2020-10-23,0.14286
Botswana,BWA,2020-10-24,0.14286
Botswana,BWA,2020-10-25,0.14286
Botswana,BWA,2020-10-26,0
Botswana,BWA,2020-10-27,0
Botswana,BWA,2020-10-28,0
Botswana,BWA,2020-10-29,0.42857
Botswana,BWA,2020-10-30,0.42857
Botswana,BWA,2020-10-31,0.42857
Botswana,BWA,2020-11-01,0.42857
Botswana,BWA,2020-11-02,0.42857
Botswana,BWA,2020-11-03,0.42857
Botswana,BWA,2020-11-04,0.42857
Botswana,BWA,2020-11-05,0.42857
Botswana,BWA,2020-11-06,0.42857
Botswana,BWA,2020-11-07,0.42857
Botswana,BWA,2020-11-08,0.42857
Botswana,BWA,2020-11-09,0.42857
Botswana,BWA,2020-11-10,0.42857
Botswana,BWA,2020-11-11,0.42857
Botswana,BWA,2020-11-12,0
Botswana,BWA,2020-11-13,0
Botswana,BWA,2020-11-14,0
Botswana,BWA,2020-11-15,0
Botswana,BWA,2020-11-16,0.42857
Botswana,BWA,2020-11-17,0.42857
Botswana,BWA,2020-11-18,0.42857
Botswana,BWA,2020-11-19,0.57143
Botswana,BWA,2020-11-20,0.57143
Botswana,BWA,2020-11-21,0.57143
Botswana,BWA,2020-11-22,0.57143
Botswana,BWA,2020-11-23,0.14286
Botswana,BWA,2020-11-24,0.14286
Botswana,BWA,2020-11-25,0.14286
Botswana,BWA,2020-11-26,0
Botswana,BWA,2020-11-27,0
Botswana,BWA,2020-11-28,0
Botswana,BWA,2020-11-29,0
Botswana,BWA,2020-11-30,0.42857
Botswana,BWA,2020-12-01,0.42857
Botswana,BWA,2020-12-02,0.42857
Botswana,BWA,2020-12-03,0.42857
Botswana,BWA,2020-12-04,0.42857
Botswana,BWA,2020-12-05,0.42857
Botswana,BWA,2020-12-06,0.42857
Botswana,BWA,2020-12-07,0.28571
Botswana,BWA,2020-12-08,0.28571
Botswana,BWA,2020-12-09,0.28571
Botswana,BWA,2020-12-10,0.42857
Botswana,BWA,2020-12-11,0.42857
Botswana,BWA,2020-12-12,0.42857
Botswana,BWA,2020-12-13,0.42857
Botswana,BWA,2020-12-14,0.28571
Botswana,BWA,2020-12-15,0.28571
Botswana,BWA,2020-12-16,0.28571
Botswana,BWA,2020-12-17,0.14286
Botswana,BWA,2020-12-18,0.14286
Botswana,BWA,2020-12-19,0.14286
Botswana,BWA,2020-12-20,0.14286
Botswana,BWA,2020-12-21,0
Botswana,BWA,2020-12-22,0
Botswana,BWA,2020-12-23,0
Botswana,BWA,2020-12-24,0.28571
Botswana,BWA,2020-12-25,0.28571
Botswana,BWA,2020-12-26,0.28571
Botswana,BWA,2020-12-27,0.28571
Botswana,BWA,2020-12-28,0.28571
Botswana,BWA,2020-12-29,0.28571
Botswana,BWA,2020-12-30,0.28571
Botswana,BWA,2020-12-31,0.28571
Botswana,BWA,2021-01-01,0.28571
Botswana,BWA,2021-01-02,0.28571
Botswana,BWA,2021-01-03,0.28571
Botswana,BWA,2021-01-04,0.71429
Botswana,BWA,2021-01-05,0.71429
Botswana,BWA,2021-01-06,0.71429
Botswana,BWA,2021-01-07,0.85714
Botswana,BWA,2021-01-08,0.85714
Botswana,BWA,2021-01-09,0.85714
Botswana,BWA,2021-01-10,0.85714
Botswana,BWA,2021-01-11,2
Botswana,BWA,2021-01-12,2
Botswana,BWA,2021-01-13,2
Botswana,BWA,2021-01-14,3.28571
Botswana,BWA,2021-01-15,3.28571
Botswana,BWA,2021-01-16,3.28571
Botswana,BWA,2021-01-17,3.28571
Botswana,BWA,2021-01-18,4.14286
Botswana,BWA,2021-01-19,4.14286
Botswana,BWA,2021-01-20,4.14286
Botswana,BWA,2021-01-21,4.85714
Botswana,BWA,2021-01-22,4.85714
Botswana,BWA,2021-01-23,4.85714
Botswana,BWA,2021-01-24,4.85714
Botswana,BWA,2021-01-25,5.14286
Botswana,BWA,2021-01-26,5.14286
Botswana,BWA,2021-01-27,5.14286
Botswana,BWA,2021-01-28,4.14286
Botswana,BWA,2021-01-29,4.14286
Botswana,BWA,2021-01-30,4.14286
Botswana,BWA,2021-01-31,4.14286
Botswana,BWA,2021-02-01,3.42857
Botswana,BWA,2021-02-02,3.42857
Botswana,BWA,2021-02-03,3.42857
Botswana,BWA,2021-02-04,4.14286
Botswana,BWA,2021-02-05,4.14286
Botswana,BWA,2021-02-06,4.14286
Botswana,BWA,2021-02-07,4.14286
Botswana,BWA,2021-02-08,4.42857
Botswana,BWA,2021-02-09,4.42857
Botswana,BWA,2021-02-10,4.42857
Botswana,BWA,2021-02-11,5.57143
Botswana,BWA,2021-02-12,5.57143
Botswana,BWA,2021-02-13,5.57143
Botswana,BWA,2021-02-14,5.57143
Botswana,BWA,2021-02-15,6.71429
Botswana,BWA,2021-02-16,6.71429
Botswana,BWA,2021-02-17,6.71429
Botswana,BWA,2021-02-18,7.42857
Botswana,BWA,2021-02-19,7.42857
Botswana,BWA,2021-02-20,7.42857
Botswana,BWA,2021-02-21,7.42857
Botswana,BWA,2021-02-22,10.57143
Botswana,BWA,2021-02-23,10.57143
Botswana,BWA,2021-02-24,10.57143
Botswana,BWA,2021-02-25,8
Botswana,BWA,2021-02-26,8
Botswana,BWA,2021-02-27,8
Botswana,BWA,2021-02-28,8
Botswana,BWA,2021-03-01,4.57143
Botswana,BWA,2021-03-02,4.57143
Botswana,BWA,2021-03-03,4.57143
Botswana,BWA,2021-03-04,7
Botswana,BWA,2021-03-05,7
Botswana,BWA,2021-03-06,7
Botswana,BWA,2021-03-07,7
Botswana,BWA,2021-03-08,11.57143
Botswana,BWA,2021-03-09,11.57143
Botswana,BWA,2021-03-10,11.57143
Botswana,BWA,2021-03-11,9.28571
Botswana,BWA,2021-03-12,9.28571
Botswana,BWA,2021-03-13,9.28571
Botswana,BWA,2021-03-14,9.28571
Botswana,BWA,2021-03-15,4.85714
Botswana,BWA,2021-03-16,4.85714
Botswana,BWA,2021-03-17,4.85714
Botswana,BWA,2021-03-18,4.85714
Botswana,BWA,2021-03-19,4.85714
Botswana,BWA,2021-03-20,4.85714
Botswana,BWA,2021-03-21,4.85714
Botswana,BWA,2021-03-22,5.42857
Botswana,BWA,2021-03-23,5.42857
Botswana,BWA,2021-03-24,5.42857
Botswana,BWA,2021-03-25,6.85714
Botswana,BWA,2021-03-26,6.85714
Botswana,BWA,2021-03-27,6.85714
Botswana,BWA,2021-03-28,6.85714
Botswana,BWA,2021-03-29,11.85714
Botswana,BWA,2021-03-30,11.85714
Brazil,BRA,2020-03-19,2
Brazil,BRA,2020-03-20,2.75
Brazil,BRA,2020-03-21,3
Brazil,BRA,2020-03-22,4.16667
Brazil,BRA,2020-03-23,4.85714
Brazil,BRA,2020-03-24,6.42857
Brazil,BRA,2020-03-25,8
Brazil,BRA,2020-03-26,10.14286
Brazil,BRA,2020-03-27,11.57143
Brazil,BRA,2020-03-28,13.71429
Brazil,BRA,2020-03-29,15.85714
Brazil,BRA,2020-03-30,17.85714
Brazil,BRA,2020-03-31,22.14286
Brazil,BRA,2020-04-01,25.85714
Brazil,BRA,2020-04-02,35.28571
Brazil,BRA,2020-04-03,38.14286
Brazil,BRA,2020-04-04,47.71429
Brazil,BRA,2020-04-05,50
Brazil,BRA,2020-04-06,57.85714
Brazil,BRA,2020-04-07,69.28571
Brazil,BRA,2020-04-08,82.71429
Brazil,BRA,2020-04-09,89.42857
Brazil,BRA,2020-04-10,99.71429
Brazil,BRA,2020-04-11,97
Brazil,BRA,2020-04-12,105.28571
Brazil,BRA,2020-04-13,109.14286
Brazil,BRA,2020-04-14,120.85714
Brazil,BRA,2020-04-15,131
Brazil,BRA,2020-04-16,139.14286
Brazil,BRA,2020-04-17,154.85714
Brazil,BRA,2020-04-18,175.71429
Brazil,BRA,2020-04-19,177
Brazil,BRA,2020-04-20,179.85714
Brazil,BRA,2020-04-21,172.71429
Brazil,BRA,2020-04-22,167.14286
Brazil,BRA,2020-04-23,201
Brazil,BRA,2020-04-24,223.28571
Brazil,BRA,2020-04-25,243.28571
Brazil,BRA,2020-04-26,260.57143
Brazil,BRA,2020-04-27,288
Brazil,BRA,2020-04-28,334.57143
Brazil,BRA,2020-04-29,372.42857
Brazil,BRA,2020-04-30,382.14286
Brazil,BRA,2020-05-01,386.85714
Brazil,BRA,2020-05-02,386.28571
Brazil,BRA,2020-05-03,395
Brazil,BRA,2020-05-04,394.85714
Brazil,BRA,2020-05-05,407.85714
Brazil,BRA,2020-05-06,439.28571
Brazil,BRA,2020-05-07,454.85714
Brazil,BRA,2020-05-08,515
Brazil,BRA,2020-05-09,556.42857
Brazil,BRA,2020-05-10,581.71429
Brazil,BRA,2020-05-11,612.28571
Brazil,BRA,2020-05-12,646.14286
Brazil,BRA,2020-05-13,664.57143
Brazil,BRA,2020-05-14,687
Brazil,BRA,2020-05-15,706.42857
Brazil,BRA,2020-05-16,715.14286
Brazil,BRA,2020-05-17,713.57143
Brazil,BRA,2020-05-18,742.85714
Brazil,BRA,2020-05-19,788.85714
Brazil,BRA,2020-05-20,802.71429
Brazil,BRA,2020-05-21,864
Brazil,BRA,2020-05-22,869.42857
Brazil,BRA,2020-05-23,907.28571
Brazil,BRA,2020-05-24,935.42857
Brazil,BRA,2020-05-25,945.71429
Brazil,BRA,2020-05-26,932.71429
Brazil,BRA,2020-05-27,962.71429
Brazil,BRA,2020-05-28,958.14286
Brazil,BRA,2020-05-29,975.71429
Brazil,BRA,2020-05-30,974.42857
Brazil,BRA,2020-05-31,949.71429
Brazil,BRA,2020-06-01,923.42857
Brazil,BRA,2020-06-02,955.28571
Brazil,BRA,2020-06-03,992.85714
Brazil,BRA,2020-06-04,1038.14286
Brazil,BRA,2020-06-05,1021.14286
Brazil,BRA,2020-06-06,1013.71429
Brazil,BRA,2020-06-07,1020.14286
Brazil,BRA,2020-06-08,1028.14286
Brazil,BRA,2020-06-09,1029.57143
Brazil,BRA,2020-06-10,1018.85714
Brazil,BRA,2020-06-11,985.42857
Brazil,BRA,2020-06-12,971.71429
Brazil,BRA,2020-06-13,970
Brazil,BRA,2020-06-14,982.42857
Brazil,BRA,2020-06-15,975
Brazil,BRA,2020-06-16,976.42857
Brazil,BRA,2020-06-17,975.71429
Brazil,BRA,2020-06-18,975.57143
Brazil,BRA,2020-06-19,1018
Brazil,BRA,2020-06-20,1036.57143
Brazil,BRA,2020-06-21,1037
Brazil,BRA,2020-06-22,1044.57143
Brazil,BRA,2020-06-23,1057.71429
Brazil,BRA,2020-06-24,1045.71429
Brazil,BRA,2020-06-25,1031.85714
Brazil,BRA,2020-06-26,1001
Brazil,BRA,2020-06-27,1013.42857
Brazil,BRA,2020-06-28,1004.42857
Brazil,BRA,2020-06-29,1006.14286
Brazil,BRA,2020-06-30,992.71429
Brazil,BRA,2020-07-01,971.71429
Brazil,BRA,2020-07-02,987.57143
Brazil,BRA,2020-07-03,1030.42857
Brazil,BRA,2020-07-04,1027.85714
Brazil,BRA,2020-07-05,1035
Brazil,BRA,2020-07-06,1024.71429
Brazil,BRA,2020-07-07,1021
Brazil,BRA,2020-07-08,1047.42857
Brazil,BRA,2020-07-09,1042.85714
Brazil,BRA,2020-07-10,1032
Brazil,BRA,2020-07-11,1029.14286
Brazil,BRA,2020-07-12,1033.28571
Brazil,BRA,2020-07-13,1049.42857
Brazil,BRA,2020-07-14,1056
Brazil,BRA,2020-07-15,1057.42857
Brazil,BRA,2020-07-16,1072
Brazil,BRA,2020-07-17,1064.71429
Brazil,BRA,2020-07-18,1043.28571
Brazil,BRA,2020-07-19,1055.42857
Brazil,BRA,2020-07-20,1041
Brazil,BRA,2020-07-21,1050.57143
Brazil,BRA,2020-07-22,1057.85714
Brazil,BRA,2020-07-23,1056.28571
Brazil,BRA,2020-07-24,1055.28571
Brazil,BRA,2020-07-25,1096.71429
Brazil,BRA,2020-07-26,1073.71429
Brazil,BRA,2020-07-27,1071.14286
Brazil,BRA,2020-07-28,1007.42857
Brazil,BRA,2020-07-29,1051.85714
Brazil,BRA,2020-07-30,1025.85714
Brazil,BRA,2020-07-31,1033.85714
Brazil,BRA,2020-08-01,1016.28571
Brazil,BRA,2020-08-02,1014.28571
Brazil,BRA,2020-08-03,1006.71429
Brazil,BRA,2020-08-04,1040
Brazil,BRA,2020-08-05,1017.42857
Brazil,BRA,2020-08-06,1032.85714
Brazil,BRA,2020-08-07,1013.85714
Brazil,BRA,2020-08-08,987.71429
Brazil,BRA,2020-08-09,992.14286
Brazil,BRA,2020-08-10,1012.42857
Brazil,BRA,2020-08-11,1029.57143
Brazil,BRA,2020-08-12,992.14286
Brazil,BRA,2020-08-13,995.71429
Brazil,BRA,2020-08-14,993
Brazil,BRA,2020-08-15,965
Brazil,BRA,2020-08-16,971.85714
Brazil,BRA,2020-08-17,969.14286
Brazil,BRA,2020-08-18,980.28571
Brazil,BRA,2020-08-19,985.57143
Brazil,BRA,2020-08-20,977.28571
Brazil,BRA,2020-08-21,976.42857
Brazil,BRA,2020-08-22,1002.57143
Brazil,BRA,2020-08-23,984.57143
Brazil,BRA,2020-08-24,967.57143
Brazil,BRA,2020-08-25,956
Brazil,BRA,2020-08-26,937.85714
Brazil,BRA,2020-08-27,906.42857
Brazil,BRA,2020-08-28,878
Brazil,BRA,2020-08-29,858.85714
Brazil,BRA,2020-08-30,869.14286
Brazil,BRA,2020-08-31,867.42857
Brazil,BRA,2020-09-01,859.42857
Brazil,BRA,2020-09-02,873.57143
Brazil,BRA,2020-09-03,852.14286
Brazil,BRA,2020-09-04,856.85714
Brazil,BRA,2020-09-05,848.71429
Brazil,BRA,2020-09-06,831.71429
Brazil,BRA,2020-09-07,797
Brazil,BRA,2020-09-08,695.42857
Brazil,BRA,2020-09-09,679.85714
Brazil,BRA,2020-09-10,701.14286
Brazil,BRA,2020-09-11,699.14286
Brazil,BRA,2020-09-12,715.28571
Brazil,BRA,2020-09-13,710.71429
Brazil,BRA,2020-09-14,720.85714
Brazil,BRA,2020-09-15,807.85714
Brazil,BRA,2020-09-16,795.28571
Brazil,BRA,2020-09-17,773.28571
Brazil,BRA,2020-09-18,771
Brazil,BRA,2020-09-19,760.28571
Brazil,BRA,2020-09-20,752.85714
Brazil,BRA,2020-09-21,752.28571
Brazil,BRA,2020-09-22,712.28571
Brazil,BRA,2020-09-23,571.28571
Brazil,BRA,2020-09-24,696.14286
Brazil,BRA,2020-09-25,677.71429
Brazil,BRA,2020-09-26,696.28571
Brazil,BRA,2020-09-27,692.28571
Brazil,BRA,2020-09-28,683.71429
Brazil,BRA,2020-09-29,688
Brazil,BRA,2020-09-30,835.28571
Brazil,BRA,2020-10-01,696
Brazil,BRA,2020-10-02,591.85714
Brazil,BRA,2020-10-03,654.42857
Brazil,BRA,2020-10-04,658.71429
Brazil,BRA,2020-10-05,659.57143
Brazil,BRA,2020-10-06,653.28571
Brazil,BRA,2020-10-07,610.85714
Brazil,BRA,2020-10-08,611
Brazil,BRA,2020-10-09,708.42857
Brazil,BRA,2020-10-10,601.57143
Brazil,BRA,2020-10-11,590.85714
Brazil,BRA,2020-10-12,573.42857
Brazil,BRA,2020-10-13,500.57143
Brazil,BRA,2020-10-14,502.71429
Brazil,BRA,2020-10-15,500.42857
Brazil,BRA,2020-10-16,510.71429
Brazil,BRA,2020-10-17,496.71429
Brazil,BRA,2020-10-18,455.28571
Brazil,BRA,2020-10-19,498.14286
Brazil,BRA,2020-10-20,548.42857
Brazil,BRA,2020-10-21,522.28571
Brazil,BRA,2020-10-22,491.42857
Brazil,BRA,2020-10-23,465.28571
Brazil,BRA,2020-10-24,461.14286
Brazil,BRA,2020-10-25,494.14286
Brazil,BRA,2020-10-26,460.14286
Brazil,BRA,2020-10-27,444.14286
Brazil,BRA,2020-10-28,436.14286
